Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Secretaria ejecutiva,Alpina,Bucaramanga,Alpina requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",2.219.760,pasantia,entry,"Normas ISO, Atencion al cliente, ERP, SAP, Facturacion, Power BI, Manejo de bases de datos",2025-04-20 19:19:29,True,administracion
Jefe de oficina,Colsubsidio,Medellin,Colsubsidio requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",2.971.149,freelance,entry,"Excel, Normas ISO, Power BI, Gestion documental",2025-05-07 18:21:29,True,administracion
Analista de operaciones,Postobon,Medellin,Postobon requiere un analista de operaciones para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Supervisaras procesos operativos diarios, realizaras seguimiento de indicadores clave y coordinaras mejoras en los flujos de trabajo de la cadena de valor.","Profesional en ingenieria industrial o carreras afines, con minimo 2 años en cargos similares. Conocimiento en ERP y manejo de Excel intermedio.",5.938.366,pasantia,senior,"Power BI, Facturacion, Atencion al cliente, Normas ISO, Presupuestos, Manejo de bases de datos, SAP",2025-05-07 01:47:29,True,administracion
Secretaria ejecutiva,Postobon,Bucaramanga,Postobon requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",2.239.635,remoto,entry,"Normas ISO, ERP, Planificacion estrategica, Atencion al cliente, Presupuestos, Contabilidad basica, Manejo de bases de datos",2025-04-22 11:39:29,True,administracion
Analista de operaciones,TCC,Cali,TCC requiere un analista de operaciones para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Supervisaras procesos operativos diarios, realizaras seguimiento de indicadores clave y coordinaras mejoras en los flujos de trabajo de la cadena de valor.","Profesional en ingenieria industrial o carreras afines, con minimo 2 años en cargos similares. Conocimiento en ERP y manejo de Excel intermedio.",2.434.799,pasantia,entry,"Atencion al cliente, Gestion documental, Normas ISO, Planificacion estrategica",2025-04-25 15:23:29,True,administracion
Analista de gestion,Grupo Sura,Medellin,Grupo Sura requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,3.605.980,freelance,mid,"Planificacion estrategica, Manejo de agendas, Manejo de bases de datos, Facturacion, Presupuestos",2025-05-17 10:18:29,True,administracion
Coordinador de proyectos,Colsubsidio,Barranquilla,Colsubsidio requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",6.395.284,remoto,senior,"Planificacion estrategica, Excel, Presupuestos, Normas ISO, Facturacion, Manejo de agendas",2025-05-11 14:32:29,True,administracion
Auxiliar contable,Postobon,Manizales,Postobon requiere un auxiliar contable para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Registrarás operaciones contables, revisarás soportes de pago, generarás informes financieros basicos y apoyarás los cierres mensuales.","Tecnico o tecnologo en contabilidad, experiencia de al menos 1 año en registros contables, manejo de software contable y conocimientos en retenciones.",2.857.224,freelance,entry,"Presupuestos, Manejo de agendas, Contabilidad basica, Power BI",2025-05-12 12:54:29,True,administracion
Gerente administrativo,Davivienda,Medellin,Davivienda requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,6.335.752,tiempo_completo,senior,"Gestion documental, Manejo de agendas, SAP, Power BI, Facturacion, Planificacion estrategica",2025-04-29 01:28:29,True,administracion
Auxiliar contable,Alpina,Manizales,Alpina requiere un auxiliar contable para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Registrarás operaciones contables, revisarás soportes de pago, generarás informes financieros basicos y apoyarás los cierres mensuales.","Tecnico o tecnologo en contabilidad, experiencia de al menos 1 año en registros contables, manejo de software contable y conocimientos en retenciones.",2.296.111,pasantia,entry,"Manejo de bases de datos, Power BI, Contabilidad basica, Gestion documental, Facturacion, Normas ISO",2025-04-22 10:05:29,True,administracion
Coordinador de proyectos,Colpatria,Bogota,Colpatria requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",6.058.265,tiempo_completo,senior,"Planificacion estrategica, Excel, Redaccion de informes, Atencion al cliente, ERP, Gestion documental",2025-04-25 22:19:29,True,administracion
Director de planeacion,TCC,Manizales,TCC requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",6.014.425,freelance,senior,"Contabilidad basica, Presupuestos, Excel, Normas ISO, ERP",2025-04-26 11:29:29,True,administracion
Director de planeacion,Colsubsidio,Bucaramanga,Colsubsidio requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",3.661.970,tiempo_completo,mid,"Contabilidad basica, Presupuestos, Redaccion de informes, Power BI, Planificacion estrategica, SAP, Normas ISO",2025-05-05 04:23:29,True,administracion
Coordinador de proyectos,Servientrega,Cali,Servientrega requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",3.512.157,remoto,mid,"Gestion documental, Power BI, Normas ISO, Contabilidad basica, ERP, Excel",2025-05-06 16:54:29,True,administracion
Jefe de oficina,Alpina,Barranquilla,Alpina requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",2.913.608,tiempo_completo,entry,"ERP, Manejo de agendas, Redaccion de informes, Gestion documental, Atencion al cliente, Planificacion estrategica",2025-05-14 02:22:29,True,administracion
Analista de operaciones,Davivienda,Barranquilla,Davivienda requiere un analista de operaciones para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Supervisaras procesos operativos diarios, realizaras seguimiento de indicadores clave y coordinaras mejoras en los flujos de trabajo de la cadena de valor.","Profesional en ingenieria industrial o carreras afines, con minimo 2 años en cargos similares. Conocimiento en ERP y manejo de Excel intermedio.",3.890.140,freelance,mid,"Normas ISO, SAP, Gestion documental, Excel",2025-04-19 11:19:29,True,administracion
Secretaria ejecutiva,Colpatria,Cartagena,Colpatria requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",3.635.030,medio_tiempo,mid,"Gestion documental, Planificacion estrategica, Manejo de bases de datos, ERP",2025-05-03 06:11:29,True,administracion
Coordinador logistico,Postobon,Manizales,Postobon requiere un coordinador logistico para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Planificaras y supervisaras las operaciones logisticas, gestionaras inventarios y coordinaras entregas con eficiencia operativa.","Tecnologo o profesional en logistica, con experiencia comprobada de 3 años en operaciones logisticas y manejo de software ERP.",2.394.753,tiempo_completo,entry,"Manejo de bases de datos, Manejo de agendas, Presupuestos, Facturacion, Excel",2025-04-28 05:54:29,True,administracion
Jefe de oficina,Bancolombia,Cartagena,Bancolombia requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",6.329.002,pasantia,senior,"Gestion documental, Excel, SAP, Contabilidad basica, Atencion al cliente",2025-05-06 05:49:29,True,administracion
Analista de operaciones,Postobon,Medellin,Postobon requiere un analista de operaciones para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Supervisaras procesos operativos diarios, realizaras seguimiento de indicadores clave y coordinaras mejoras en los flujos de trabajo de la cadena de valor.","Profesional en ingenieria industrial o carreras afines, con minimo 2 años en cargos similares. Conocimiento en ERP y manejo de Excel intermedio.",5.701.869,pasantia,senior,"Facturacion, Redaccion de informes, Power BI, SAP, Gestion documental, Atencion al cliente, Manejo de bases de datos",2025-04-19 16:54:29,True,administracion
Director de planeacion,Davivienda,Cartagena,Davivienda requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",5.751.565,remoto,senior,"Facturacion, Redaccion de informes, SAP, Atencion al cliente",2025-05-15 07:57:29,True,administracion
Analista de operaciones,Colpatria,Manizales,Colpatria requiere un analista de operaciones para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Supervisaras procesos operativos diarios, realizaras seguimiento de indicadores clave y coordinaras mejoras en los flujos de trabajo de la cadena de valor.","Profesional en ingenieria industrial o carreras afines, con minimo 2 años en cargos similares. Conocimiento en ERP y manejo de Excel intermedio.",4.310.664,freelance,mid,"Presupuestos, Manejo de bases de datos, SAP, Redaccion de informes, Gestion documental, Atencion al cliente, Normas ISO",2025-05-18 08:36:29,True,administracion
Gerente administrativo,Servientrega,Bucaramanga,Servientrega requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,5.877.649,remoto,senior,"SAP, Manejo de agendas, Gestion documental, Manejo de bases de datos",2025-04-22 06:29:29,True,administracion
Coordinador de proyectos,TCC,Manizales,TCC requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",6.472.280,tiempo_completo,senior,"Manejo de agendas, Excel, Manejo de bases de datos, Facturacion",2025-05-03 00:21:29,True,administracion
Director de planeacion,TCC,Bogota,TCC requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",6.232.971,pasantia,senior,"Manejo de agendas, Planificacion estrategica, Contabilidad basica, Gestion documental, Normas ISO, ERP",2025-05-03 08:18:29,True,administracion
Secretaria ejecutiva,Davivienda,Barranquilla,Davivienda requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",6.482.596,freelance,senior,"Redaccion de informes, ERP, Facturacion, Normas ISO, Contabilidad basica, Atencion al cliente, Planificacion estrategica",2025-04-18 23:30:29,True,administracion
Analista de gestion,Colpatria,Barranquilla,Colpatria requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,2.690.507,freelance,entry,"Gestion documental, Presupuestos, Atencion al cliente, Normas ISO, SAP, Redaccion de informes",2025-05-18 07:41:29,True,administracion
Coordinador de proyectos,Grupo Sura,Cartagena,Grupo Sura requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",3.182.257,remoto,entry,"Excel, SAP, Contabilidad basica, Presupuestos, ERP, Planificacion estrategica",2025-04-28 01:04:29,True,administracion
Secretaria ejecutiva,Coomeva,Cali,Coomeva requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",2.611.822,remoto,entry,"ERP, Power BI, Manejo de bases de datos, SAP, Facturacion, Presupuestos",2025-05-17 12:24:29,True,administracion
Analista de gestion,Davivienda,Medellin,Davivienda requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,2.900.986,freelance,entry,"Presupuestos, ERP, Facturacion, Normas ISO, Excel",2025-05-03 07:26:29,True,administracion
Director de planeacion,Alpina,Barranquilla,Alpina requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",5.722.741,medio_tiempo,senior,"ERP, Atencion al cliente, Redaccion de informes, SAP",2025-04-28 07:30:29,True,administracion
Secretaria ejecutiva,Coomeva,Cartagena,Coomeva requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",3.501.217,tiempo_completo,mid,"Planificacion estrategica, Contabilidad basica, Excel, Manejo de agendas, Manejo de bases de datos",2025-05-17 19:35:29,True,administracion
Coordinador logistico,Postobon,Manizales,Postobon requiere un coordinador logistico para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Planificaras y supervisaras las operaciones logisticas, gestionaras inventarios y coordinaras entregas con eficiencia operativa.","Tecnologo o profesional en logistica, con experiencia comprobada de 3 años en operaciones logisticas y manejo de software ERP.",5.716.471,tiempo_completo,senior,"Power BI, Normas ISO, Manejo de bases de datos, Gestion documental",2025-04-28 11:55:29,True,administracion
Coordinador logistico,Grupo Sura,Bucaramanga,Grupo Sura requiere un coordinador logistico para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Planificaras y supervisaras las operaciones logisticas, gestionaras inventarios y coordinaras entregas con eficiencia operativa.","Tecnologo o profesional en logistica, con experiencia comprobada de 3 años en operaciones logisticas y manejo de software ERP.",3.591.061,freelance,mid,"Manejo de bases de datos, Manejo de agendas, Planificacion estrategica, Gestion documental, Atencion al cliente",2025-04-22 02:20:29,True,administracion
Jefe de oficina,Servientrega,Manizales,Servientrega requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",3.847.349,remoto,mid,"SAP, ERP, Manejo de agendas, Excel, Normas ISO",2025-05-02 05:25:29,True,administracion
Jefe de oficina,Postobon,Bucaramanga,Postobon requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",2.879.664,remoto,entry,"Presupuestos, Normas ISO, Manejo de agendas, Facturacion, Planificacion estrategica, Excel, Manejo de bases de datos",2025-05-11 23:36:29,True,administracion
Gerente administrativo,Postobon,Medellin,Postobon requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,5.740.199,pasantia,senior,"Facturacion, SAP, Gestion documental, Normas ISO",2025-05-07 07:29:29,True,administracion
Gerente administrativo,Alpina,Bucaramanga,Alpina requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,5.671.158,medio_tiempo,senior,"Facturacion, Normas ISO, Planificacion estrategica, SAP, Presupuestos",2025-05-09 09:51:29,True,administracion
Secretaria ejecutiva,TCC,Medellin,TCC requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",4.006.982,medio_tiempo,mid,"Facturacion, Presupuestos, Power BI, Contabilidad basica, Atencion al cliente",2025-04-27 19:54:29,True,administracion
Analista de gestion,Davivienda,Barranquilla,Davivienda requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,6.287.147,freelance,senior,"Manejo de bases de datos, Normas ISO, SAP, Manejo de agendas, Atencion al cliente",2025-04-22 14:19:29,True,administracion
Asistente administrativo,Alpina,Bucaramanga,Alpina requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",3.112.764,freelance,entry,"Excel, Manejo de bases de datos, Facturacion, SAP, Power BI, Planificacion estrategica",2025-05-01 04:47:29,True,administracion
Analista de gestion,Servientrega,Manizales,Servientrega requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,6.062.668,medio_tiempo,senior,"SAP, Gestion documental, Manejo de bases de datos, Excel, Presupuestos",2025-05-14 07:07:29,True,administracion
Auxiliar contable,Davivienda,Barranquilla,Davivienda requiere un auxiliar contable para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Registrarás operaciones contables, revisarás soportes de pago, generarás informes financieros basicos y apoyarás los cierres mensuales.","Tecnico o tecnologo en contabilidad, experiencia de al menos 1 año en registros contables, manejo de software contable y conocimientos en retenciones.",2.732.101,medio_tiempo,entry,"Power BI, Redaccion de informes, Presupuestos, Atencion al cliente, Facturacion, Planificacion estrategica",2025-05-01 02:35:29,True,administracion
Secretaria ejecutiva,Servientrega,Manizales,Servientrega requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",6.438.131,medio_tiempo,senior,"Power BI, Manejo de agendas, Planificacion estrategica, Presupuestos, Gestion documental, Atencion al cliente",2025-05-12 10:58:29,True,administracion
Auxiliar contable,TCC,Bogota,TCC requiere un auxiliar contable para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Registrarás operaciones contables, revisarás soportes de pago, generarás informes financieros basicos y apoyarás los cierres mensuales.","Tecnico o tecnologo en contabilidad, experiencia de al menos 1 año en registros contables, manejo de software contable y conocimientos en retenciones.",5.798.028,pasantia,senior,"Gestion documental, Contabilidad basica, Power BI, Normas ISO, SAP",2025-05-03 17:44:29,True,administracion
Jefe de oficina,Servientrega,Cartagena,Servientrega requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",3.995.923,tiempo_completo,mid,"Manejo de agendas, ERP, Excel, Power BI",2025-04-24 21:26:29,True,administracion
Coordinador de proyectos,Colsubsidio,Barranquilla,Colsubsidio requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",2.260.348,tiempo_completo,entry,"Contabilidad basica, Redaccion de informes, Presupuestos, Facturacion",2025-05-08 02:36:29,True,administracion
Auxiliar contable,Davivienda,Bucaramanga,Davivienda requiere un auxiliar contable para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Registrarás operaciones contables, revisarás soportes de pago, generarás informes financieros basicos y apoyarás los cierres mensuales.","Tecnico o tecnologo en contabilidad, experiencia de al menos 1 año en registros contables, manejo de software contable y conocimientos en retenciones.",3.142.287,freelance,entry,"Facturacion, Power BI, Gestion documental, Excel",2025-05-14 19:44:29,True,administracion
Asistente administrativo,Alpina,Medellin,Alpina requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",3.651.549,medio_tiempo,mid,"Excel, Planificacion estrategica, Power BI, SAP, Manejo de bases de datos, Contabilidad basica",2025-05-12 04:06:29,True,administracion
Secretaria ejecutiva,Servientrega,Bogota,Servientrega requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",5.828.592,freelance,senior,"Manejo de bases de datos, Facturacion, SAP, Gestion documental, Contabilidad basica",2025-05-01 10:12:29,True,administracion
Analista de operaciones,TCC,Bucaramanga,TCC requiere un analista de operaciones para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Supervisaras procesos operativos diarios, realizaras seguimiento de indicadores clave y coordinaras mejoras en los flujos de trabajo de la cadena de valor.","Profesional en ingenieria industrial o carreras afines, con minimo 2 años en cargos similares. Conocimiento en ERP y manejo de Excel intermedio.",3.515.006,remoto,mid,"Contabilidad basica, Atencion al cliente, Manejo de agendas, Facturacion, Manejo de bases de datos, Normas ISO, Power BI",2025-05-08 12:58:29,True,administracion
Asistente administrativo,Postobon,Cartagena,Postobon requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",3.807.640,medio_tiempo,mid,"Redaccion de informes, Contabilidad basica, Presupuestos, Facturacion, Manejo de agendas, Normas ISO",2025-04-21 03:46:29,True,administracion
