Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Especialista SEO,DigitalBoost,Bogota,DigitalBoost esta en busqueda de un especialista seo para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.007.728,pasantia,entry,"Social Media, SEO, Analytics",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Grupo Proyectos,Cali,Grupo Proyectos esta en busqueda de un ingeniero ambiental para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",7.194.563,tiempo_completo,senior,"AutoCAD, Matlab, Proyectos",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Banco Andino,Medellin,Banco Andino esta en busqueda de un asesor de inversiones para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.829.457,remoto,entry,"Finanzas, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Cali,Clinica Vida esta en busqueda de un psicologo clinico para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.280.850,pasantia,mid,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Instructor de Programacion,Colegio Horizontes,Medellin,Colegio Horizontes esta en busqueda de un instructor de programacion para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.513.165,contrato,entry,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Servicios Integrales PRO,Bogota,Servicios Integrales PRO esta en busqueda de un asistente administrativo para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.771.908,tiempo_completo,senior,"Liderazgo, ERP, Planificacion estrategica",2025-05-17 17:58:17,True,administracion
Analista de Talento Humano,Great Teams,Bogota,Great Teams esta en busqueda de un analista de talento humano para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.323.840,contrato,senior,"Onboarding, Compensaciones, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Disenador UX/UI,Vision Digital,Bogota,Vision Digital esta en busqueda de un disenador ux/ui para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.853.772,tiempo_completo,senior,"UI, Creatividad, Illustrator",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Frontend,Cloudbyte,Cali,Cloudbyte esta en busqueda de un desarrollador frontend para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.575.137,medio_tiempo,mid,"Git, Docker, AWS",2025-05-17 17:58:17,True,ingenieria_informatica
Community Manager,GrowthMKT,Medellin,GrowthMKT esta en busqueda de un community manager para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.186.150,contrato,senior,"Social Media, Analytics, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Civil,Grupo Proyectos,Medellin,Grupo Proyectos esta en busqueda de un ingeniero civil para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.846.773,pasantia,mid,"Proyectos, ISO, Matlab",2025-05-17 17:58:17,True,ingenierias
Analista Financiero,Banco Andino,Bogota,Banco Andino esta en busqueda de un analista financiero para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.909.508,pasantia,senior,"Excel, SAP, Finanzas",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Bogota,Clinica Vida esta en busqueda de un psicologo clinico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.974.697,medio_tiempo,senior,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Coder Academy,Bogota,Coder Academy esta en busqueda de un docente de matematicas para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",7.230.333,medio_tiempo,senior,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Andes Operaciones,Medellin,Andes Operaciones esta en busqueda de un asistente administrativo para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.407.052,pasantia,senior,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Human Focus,Bogota,Human Focus esta en busqueda de un especialista en compensaciones para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.527.086,pasantia,entry,"Entrevistas, Onboarding, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Disenador UX/UI,Pixelarte,Cali,Pixelarte esta en busqueda de un disenador ux/ui para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.046.003,medio_tiempo,junior,"Creatividad, Illustrator, UI",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Innovapp Labs,Bogota,Innovapp Labs esta en busqueda de un ingeniero devops para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.445.529,medio_tiempo,mid,"Git, Docker, SQL",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,Agencia Viral,Bogota,Agencia Viral esta en busqueda de un especialista seo para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.505.467,remoto,mid,"Google Ads, Analytics, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Ecomec Ingenieria,Cali,Ecomec Ingenieria esta en busqueda de un ingeniero ambiental para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.413.032,pasantia,senior,"AutoCAD, ISO, Matlab",2025-05-17 17:58:17,True,ingenierias
Consultor de Riesgos,Sigma Holdings,Medellin,Sigma Holdings esta en busqueda de un consultor de riesgos para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.624.633,remoto,junior,"Excel, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Fisioterapeuta,Hospital San Jose,Bogota,Hospital San Jose esta en busqueda de un fisioterapeuta para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.983.877,remoto,entry,"Historia Clinica, BLS, Etica profesional",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Universidad Metropolitana,Cali,Universidad Metropolitana esta en busqueda de un docente de matematicas para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.932.539,pasantia,mid,"Didactica, TIC educativas, Planificacion",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Global Admin,Medellin,Global Admin esta en busqueda de un coordinador de compras para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.826.942,pasantia,entry,"ERP, Planificacion estrategica, Liderazgo",2025-05-17 17:58:17,True,administracion
HR Business Partner,TalentoPlus,Cali,TalentoPlus esta en busqueda de un hr business partner para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",7.713.543,contrato,senior,"Compensaciones, Onboarding, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Director de Arte,Pixelarte,Bogota,Pixelarte esta en busqueda de un director de arte para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.495.164,medio_tiempo,entry,"UI, Photoshop, Illustrator",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero de Datos,Cloudbyte,Medellin,Cloudbyte esta en busqueda de un ingeniero de datos para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.373.081,tiempo_completo,entry,"Git, Python, SQL",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,GrowthMKT,Medellin,GrowthMKT esta en busqueda de un especialista seo para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.076.270,medio_tiempo,senior,"Google Ads, Social Media, Analytics",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Mecanico,Grupo Proyectos,Bogota,Grupo Proyectos esta en busqueda de un ingeniero mecanico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.709.679,medio_tiempo,mid,"Matlab, ISO, Proyectos",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Banco Andino,Bogota,Banco Andino esta en busqueda de un asesor de inversiones para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.722.339,medio_tiempo,junior,"Finanzas, SAP, Excel",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Hospital San Jose,Bogota,Hospital San Jose esta en busqueda de un psicologo clinico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.121.113,tiempo_completo,junior,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Instructor de Programacion,Coder Academy,Cali,Coder Academy esta en busqueda de un instructor de programacion para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.535.856,tiempo_completo,senior,"Planificacion, Didactica, TIC educativas",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Global Admin,Bogota,Global Admin esta en busqueda de un asistente administrativo para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.258.516,contrato,entry,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
Coordinador de Seleccion,Great Teams,Cali,Great Teams esta en busqueda de un coordinador de seleccion para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.237.920,remoto,senior,"Entrevistas, Onboarding, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Estudio Creativo Prisma,Medellin,Estudio Creativo Prisma esta en busqueda de un ilustrador digital para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.428.281,pasantia,senior,"UI, Photoshop, UX",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Frontend,Andes Software,Bogota,Andes Software esta en busqueda de un desarrollador frontend para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.982.663,medio_tiempo,junior,"Python, Git, SQL",2025-05-17 17:58:17,True,ingenieria_informatica
Community Manager,DigitalBoost,Medellin,DigitalBoost esta en busqueda de un community manager para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.347.650,contrato,entry,"Analytics, Social Media, Google Ads",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Civil,Grupo Proyectos,Medellin,Grupo Proyectos esta en busqueda de un ingeniero civil para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.829.062,remoto,entry,"Matlab, Proyectos, ISO",2025-05-17 17:58:17,True,ingenierias
Analista Financiero,Sigma Holdings,Medellin,Sigma Holdings esta en busqueda de un analista financiero para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.902.392,contrato,mid,"Excel, SAP, Finanzas",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Hospital San Jose,Medellin,Hospital San Jose esta en busqueda de un psicologo clinico para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.585.311,contrato,mid,"Etica profesional, BLS, Historia Clinica",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Universidad Metropolitana,Medellin,Universidad Metropolitana esta en busqueda de un docente de matematicas para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.462.136,medio_tiempo,entry,"Planificacion, Didactica, TIC educativas",2025-05-17 17:58:17,True,educacion
Gerente de Operaciones,Andes Operaciones,Cali,Andes Operaciones esta en busqueda de un gerente de operaciones para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.305.007,pasantia,senior,"Planificacion estrategica, ERP, Liderazgo",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Human Focus,Cali,Human Focus esta en busqueda de un especialista en compensaciones para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.858.923,pasantia,junior,"Compensaciones, Entrevistas, Onboarding",2025-05-17 17:58:17,True,recursos_humanos
Disenador UX/UI,Vision Digital,Medellin,Vision Digital esta en busqueda de un disenador ux/ui para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.367.131,pasantia,mid,"Creatividad, UI, Illustrator",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Andes Software,Bogota,Andes Software esta en busqueda de un ingeniero devops para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.997.297,pasantia,mid,"Python, SQL, Git",2025-05-17 17:58:17,True,ingenieria_informatica
Paid Media Strategist,DigitalBoost,Cali,DigitalBoost esta en busqueda de un paid media strategist para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.072.100,contrato,mid,"Social Media, Google Ads, Analytics",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Constructora Andes,Medellin,Constructora Andes esta en busqueda de un ingeniero ambiental para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.703.145,remoto,junior,"Matlab, Proyectos, ISO",2025-05-17 17:58:17,True,ingenierias
Contador Publico,Sigma Holdings,Bogota,Sigma Holdings esta en busqueda de un contador publico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.483.960,medio_tiempo,entry,"Excel, Finanzas, SAP",2025-05-17 17:58:17,True,finanzas
Medico General,Clinica Vida,Bogota,Clinica Vida esta en busqueda de un medico general para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.609.191,remoto,junior,"Historia Clinica, Etica profesional, BLS",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Universidad Metropolitana,Medellin,Universidad Metropolitana esta en busqueda de un docente de matematicas para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.515.151,remoto,senior,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Andes Operaciones,Cali,Andes Operaciones esta en busqueda de un coordinador de compras para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.420.570,remoto,mid,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
HR Business Partner,Great Teams,Cali,Great Teams esta en busqueda de un hr business partner para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.134.599,contrato,entry,"Onboarding, Compensaciones, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Estudio Creativo Prisma,Bogota,Estudio Creativo Prisma esta en busqueda de un ilustrador digital para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.317.562,tiempo_completo,senior,"UX, Creatividad, Photoshop",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Backend,Innovapp Labs,Medellin,Innovapp Labs esta en busqueda de un desarrollador backend para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.614.970,pasantia,senior,"Python, Docker, SQL",2025-05-17 17:58:17,True,ingenieria_informatica
Analista Marketing,GrowthMKT,Medellin,GrowthMKT esta en busqueda de un analista marketing para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.536.452,contrato,junior,"Analytics, SEO, Google Ads",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Ecomec Ingenieria,Cali,Ecomec Ingenieria esta en busqueda de un ingeniero ambiental para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.757.040,contrato,junior,"Proyectos, ISO, Matlab",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Sigma Holdings,Cali,Sigma Holdings esta en busqueda de un asesor de inversiones para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.630.915,pasantia,senior,"Excel, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Bogota,Clinica Vida esta en busqueda de un psicologo clinico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.873.804,contrato,junior,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Coder Academy,Cali,Coder Academy esta en busqueda de un profesor de ingles para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.909.315,remoto,senior,"Didactica, TIC educativas, Planificacion",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Global Admin,Medellin,Global Admin esta en busqueda de un asistente administrativo para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.935.004,contrato,entry,"Planificacion estrategica, ERP, Liderazgo",2025-05-17 17:58:17,True,administracion
Coordinador de Seleccion,Great Teams,Cali,Great Teams esta en busqueda de un coordinador de seleccion para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.612.528,remoto,mid,"Onboarding, Compensaciones, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Estudio Creativo Prisma,Bogota,Estudio Creativo Prisma esta en busqueda de un ilustrador digital para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.917.245,contrato,junior,"Photoshop, Creatividad, Illustrator",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Innovapp Labs,Bogota,Innovapp Labs esta en busqueda de un ingeniero devops para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.398.344,remoto,junior,"SQL, Docker, Git",2025-05-17 17:58:17,True,ingenieria_informatica
Community Manager,Agencia Viral,Bogota,Agencia Viral esta en busqueda de un community manager para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.161.210,pasantia,junior,"Google Ads, Analytics, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Civil,Constructora Andes,Medellin,Constructora Andes esta en busqueda de un ingeniero civil para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.897.152,contrato,junior,"Proyectos, Matlab, ISO",2025-05-17 17:58:17,True,ingenierias
Consultor de Riesgos,Banco Andino,Bogota,Banco Andino esta en busqueda de un consultor de riesgos para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.873.589,tiempo_completo,senior,"Finanzas, Excel, SAP",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Centro Medico Integral,Cali,Centro Medico Integral esta en busqueda de un psicologo clinico para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.964.670,tiempo_completo,junior,"Historia Clinica, BLS, Etica profesional",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Universidad Metropolitana,Cali,Universidad Metropolitana esta en busqueda de un docente de matematicas para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.999.244,medio_tiempo,senior,"TIC educativas, Didactica, Planificacion",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Servicios Integrales PRO,Bogota,Servicios Integrales PRO esta en busqueda de un asistente administrativo para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.396.023,medio_tiempo,junior,"ERP, Planificacion estrategica, Liderazgo",2025-05-17 17:58:17,True,administracion
HR Business Partner,TalentoPlus,Bogota,TalentoPlus esta en busqueda de un hr business partner para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.937.264,contrato,mid,"Compensaciones, Entrevistas, Onboarding",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Pixelarte,Cali,Pixelarte esta en busqueda de un ilustrador digital para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.205.746,medio_tiempo,entry,"Illustrator, UX, Creatividad",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Frontend,Cloudbyte,Medellin,Cloudbyte esta en busqueda de un desarrollador frontend para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.839.018,contrato,entry,"Python, AWS, Docker",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,GrowthMKT,Medellin,GrowthMKT esta en busqueda de un especialista seo para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.347.686,contrato,mid,"Analytics, Social Media, Google Ads",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Industrial,Grupo Proyectos,Bogota,Grupo Proyectos esta en busqueda de un ingeniero industrial para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.483.464,pasantia,mid,"Proyectos, Matlab, AutoCAD",2025-05-17 17:58:17,True,ingenierias
Consultor de Riesgos,Banco Andino,Cali,Banco Andino esta en busqueda de un consultor de riesgos para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.289.104,tiempo_completo,junior,"Finanzas, SAP, Excel",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Centro Medico Integral,Bogota,Centro Medico Integral esta en busqueda de un psicologo clinico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.835.547,medio_tiempo,junior,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Coder Academy,Cali,Coder Academy esta en busqueda de un docente de matematicas para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.818.649,medio_tiempo,mid,"TIC educativas, Didactica, Planificacion",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Global Admin,Medellin,Global Admin esta en busqueda de un asistente administrativo para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.995.653,remoto,junior,"ERP, Liderazgo, Planificacion estrategica",2025-05-17 17:58:17,True,administracion
HR Business Partner,Great Teams,Cali,Great Teams esta en busqueda de un hr business partner para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.027.321,pasantia,entry,"Compensaciones, Onboarding, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Pixelarte,Medellin,Pixelarte esta en busqueda de un ilustrador digital para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.175.359,remoto,mid,"Creatividad, Illustrator, UI",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Andes Software,Cali,Andes Software esta en busqueda de un ingeniero devops para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.506.270,remoto,entry,"SQL, AWS, Docker",2025-05-17 17:58:17,True,ingenieria_informatica
Paid Media Strategist,DigitalBoost,Cali,DigitalBoost esta en busqueda de un paid media strategist para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.700.003,pasantia,junior,"Analytics, Google Ads, Social Media",2025-05-17 17:58:17,True,marketing_digital
