Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Ilustrador digital,McCann Worldgroup,Manizales,McCann Worldgroup esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.186.983,medio_tiempo,senior,"Sketch, Blender, Figma, Cinema 4D, Adobe XD",2025-05-01 16:14:01,True,diseno_grafico
Disenador de marca,Publicis Groupe,Santa Marta,Publicis Groupe esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.057.312,freelance,entry,"Blender, After Effects, Cinema 4D, Adobe XD, InDesign",2025-04-25 16:14:01,True,diseno_grafico
Disenador de marca,MullenLowe SSP3,Cartagena,MullenLowe SSP3 esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",3.318.858,remoto,mid,"After Effects, Cinema 4D, Adobe XD",2025-05-06 16:14:01,True,diseno_grafico
Disenador web,Imaginamos,Bucaramanga,Imaginamos esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.093.210,remoto,entry,"Blender, Premiere, InDesign, Figma",2025-04-30 16:14:01,True,diseno_grafico
Disenador de experiencia de usuario,Rockstar Games LATAM,Bucaramanga,Rockstar Games LATAM esta buscando un disenador de experiencia de usuario para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de experiencia de usuario sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",3.965.155,tiempo_completo,senior,"Illustrator, InDesign, Photoshop, After Effects, Adobe XD",2025-05-01 16:14:01,True,diseno_grafico
Motion Designer,Publicis Groupe,Medellin,Publicis Groupe esta buscando un motion designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El motion designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.634.275,medio_tiempo,mid,"Cinema 4D, Photoshop, After Effects, Blender, InDesign",2025-04-27 16:14:01,True,diseno_grafico
Disenador grafico,Ubisoft Colombia,Pereira,Ubisoft Colombia esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",560.649,pasantia,entry,"Cinema 4D, Blender, After Effects",2025-05-07 16:14:01,True,diseno_grafico
Disenador grafico,Sancho BBDO,Bucaramanga,Sancho BBDO esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.389.769,pasantia,senior,"InDesign, Figma, Adobe XD, Illustrator, Sketch",2025-05-12 16:14:01,True,diseno_grafico
UX UI Designer,Discovery LATAM,Bucaramanga,Discovery LATAM esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.827.262,freelance,senior,"Sketch, Premiere, Photoshop, Adobe XD",2025-05-19 16:14:01,True,diseno_grafico
Disenador de marca,DDB Colombia,Santa Marta,DDB Colombia esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.314.210,freelance,senior,"Premiere, Adobe XD, After Effects",2025-04-20 16:14:01,True,diseno_grafico
Director de arte,Laika,Bucaramanga,Laika esta buscando un director de arte para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El director de arte sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.778.913,tiempo_completo,mid,"InDesign, Premiere, Figma",2025-04-21 16:14:01,True,diseno_grafico
Ilustrador digital,Tappsi,Manizales,Tappsi esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",564.667,pasantia,entry,"Photoshop, Cinema 4D, Blender, Sketch, After Effects",2025-04-20 16:14:01,True,diseno_grafico
Disenador de marca,Leo Burnett Colombia,Barranquilla,Leo Burnett Colombia esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.080.338,tiempo_completo,entry,"Sketch, Adobe XD, Cinema 4D, Illustrator, InDesign",2025-05-16 16:14:01,True,diseno_grafico
Disenador web,Tappsi,Armenia,Tappsi esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.325.564,remoto,entry,"Adobe XD, Illustrator, Blender",2025-05-18 16:14:01,True,diseno_grafico
UX UI Designer,Totto,Medellin,Totto esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.695.734,tiempo_completo,mid,"After Effects, InDesign, Premiere",2025-05-10 16:14:01,True,diseno_grafico
Disenador web,Trece Group,Manizales,Trece Group esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",900.916,medio_tiempo,entry,"Premiere, Illustrator, Sketch, Photoshop, After Effects",2025-05-02 16:14:01,True,diseno_grafico
Disenador de experiencia de usuario,Laika,Bogota,Laika esta buscando un disenador de experiencia de usuario para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de experiencia de usuario sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.945.526,tiempo_completo,entry,"InDesign, Sketch, Adobe XD",2025-05-15 16:14:01,True,diseno_grafico
Director de arte,Ubisoft Colombia,Medellin,Ubisoft Colombia esta buscando un director de arte para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El director de arte sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",4.966.113,remoto,senior,"InDesign, Premiere, Sketch, Illustrator, After Effects",2025-04-20 16:14:01,True,diseno_grafico
UX UI Designer,DDB Colombia,Bogota,DDB Colombia esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.100.361,medio_tiempo,senior,"Blender, After Effects, Photoshop, Premiere, Cinema 4D",2025-05-02 16:14:01,True,diseno_grafico
Disenador grafico,Netflix LATAM,Manizales,Netflix LATAM esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.885.879,medio_tiempo,senior,"InDesign, Cinema 4D, Premiere, Sketch",2025-05-16 16:14:01,True,diseno_grafico
Animador 2D,Trece Group,Barranquilla,Trece Group esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",4.845.307,remoto,senior,"Photoshop, After Effects, Illustrator",2025-05-17 16:14:01,True,diseno_grafico
Animador 2D,Globant,Manizales,Globant esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.093.647,medio_tiempo,senior,"Figma, After Effects, Photoshop",2025-05-08 16:14:01,True,diseno_grafico
Animador 2D,Totto,Cali,Totto esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.789.193,remoto,entry,"Illustrator, Sketch, Premiere",2025-05-18 16:14:01,True,diseno_grafico
Disenador grafico,Tactico,Cali,Tactico esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.384.462,freelance,mid,"Premiere, Cinema 4D, Figma, Photoshop, Blender",2025-04-28 16:14:01,True,diseno_grafico
Disenador web,Rockstar Games LATAM,Manizales,Rockstar Games LATAM esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",819.783,pasantia,mid,"Illustrator, InDesign, Blender, Adobe XD",2025-04-29 16:14:01,True,diseno_grafico
Animador 2D,Discovery LATAM,Pereira,Discovery LATAM esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",926.741,freelance,entry,"Cinema 4D, Blender, InDesign, Figma",2025-05-17 16:14:01,True,diseno_grafico
UX UI Designer,Sancho BBDO,Barranquilla,Sancho BBDO esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.428.499,medio_tiempo,mid,"Photoshop, Sketch, InDesign, Illustrator",2025-05-06 16:14:01,True,diseno_grafico
Ilustrador digital,Tactico,Santa Marta,Tactico esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.194.959,pasantia,senior,"Adobe XD, Blender, Premiere, Illustrator",2025-04-25 16:14:01,True,diseno_grafico
Disenador grafico,Globant,Barranquilla,Globant esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",4.873.764,remoto,senior,"Photoshop, Adobe XD, After Effects, Premiere",2025-05-18 16:14:01,True,diseno_grafico
UX UI Designer,Publicis Groupe,Pereira,Publicis Groupe esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.715.878,tiempo_completo,mid,"Adobe XD, Photoshop, Cinema 4D",2025-05-18 16:14:01,True,diseno_grafico
Disenador web,Discovery LATAM,Bucaramanga,Discovery LATAM esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.676.358,tiempo_completo,entry,"After Effects, Premiere, Cinema 4D",2025-05-04 16:14:01,True,diseno_grafico
UX UI Designer,Discovery LATAM,Cartagena,Discovery LATAM esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.327.163,medio_tiempo,mid,"Figma, Illustrator, InDesign, Sketch",2025-05-08 16:14:01,True,diseno_grafico
Disenador de marca,Discovery LATAM,Bogota,Discovery LATAM esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.963.158,remoto,entry,"After Effects, Photoshop, Premiere, InDesign, Blender",2025-05-13 16:14:01,True,diseno_grafico
Animador 2D,Tappsi,Pereira,Tappsi esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",925.764,pasantia,mid,"Sketch, Photoshop, Figma, After Effects, Illustrator",2025-05-04 16:14:01,True,diseno_grafico
Disenador de marca,Laika,Medellin,Laika esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.053.585,medio_tiempo,senior,"Sketch, Premiere, Photoshop, Blender, InDesign",2025-04-19 16:14:01,True,diseno_grafico
Ilustrador digital,Discovery LATAM,Bogota,Discovery LATAM esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.096.978,medio_tiempo,senior,"Premiere, Illustrator, Photoshop, InDesign",2025-05-08 16:14:01,True,diseno_grafico
Director de arte,Tactico,Medellin,Tactico esta buscando un director de arte para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El director de arte sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.635.687,medio_tiempo,mid,"Illustrator, After Effects, Adobe XD",2025-05-04 16:14:01,True,diseno_grafico
Motion Designer,Discovery LATAM,Manizales,Discovery LATAM esta buscando un motion designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El motion designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",3.638.944,tiempo_completo,senior,"InDesign, Sketch, Photoshop, Figma, Adobe XD",2025-04-19 16:14:01,True,diseno_grafico
Disenador web,Netflix LATAM,Santa Marta,Netflix LATAM esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.976.442,tiempo_completo,entry,"After Effects, Adobe XD, Illustrator, Figma, Blender",2025-05-03 16:14:01,True,diseno_grafico
