Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Desarrollador Frontend,Innovapp Labs,Medellin,Innovapp Labs busca un perfil como desarrollador frontend para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de desarrollador frontend y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de desarrollador frontend, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",1.872.567,contrato,entry,"Git, AWS, SQL",2025-05-17 17:58:17,True,ingenieria_informatica
Analista Marketing,GrowthMKT,Cali,GrowthMKT busca un perfil como analista marketing para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de analista marketing y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista marketing, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.562.004,remoto,entry,"SEO, Analytics, Social Media",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Grupo Proyectos,Bogota,Grupo Proyectos busca un perfil como ingeniero ambiental para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero ambiental y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero ambiental, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",5.308.392,pasantia,mid,"Proyectos, Matlab, AutoCAD",2025-05-17 17:58:17,True,ingenierias
Consultor de Riesgos,Capital Consulting,Medellin,Capital Consulting busca un perfil como consultor de riesgos para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de consultor de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de consultor de riesgos, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",4.113.544,remoto,mid,"Excel, Contabilidad, Finanzas",2025-05-17 17:58:17,True,finanzas
Fisioterapeuta,Hospital San Jose,Cali,Hospital San Jose busca un perfil como fisioterapeuta para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",6.428.953,medio_tiempo,senior,"Etica profesional, BLS, Historia Clinica",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Coder Academy,Medellin,Coder Academy busca un perfil como docente de matematicas para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de docente de matematicas y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de docente de matematicas, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, experiencia en planeacion curricular y evaluacion educativa.",1.897.076,tiempo_completo,entry,"TIC educativas, Didactica, Planificacion",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Global Admin,Bogota,Global Admin busca un perfil como coordinador de compras para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de coordinador de compras y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de coordinador de compras, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",9.581.132,pasantia,senior,"ERP, Liderazgo, Planificacion estrategica",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Human Focus,Cali,Human Focus busca un perfil como especialista en compensaciones para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de especialista en compensaciones y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de especialista en compensaciones, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.132.442,medio_tiempo,junior,"Compensaciones, Onboarding, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Director de Arte,Vision Digital,Cali,Vision Digital busca un perfil como director de arte para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de director de arte y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de director de arte, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",8.580.807,contrato,senior,"UX, Illustrator, UI",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Innovapp Labs,Cali,Innovapp Labs busca un perfil como ingeniero devops para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero devops y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero devops, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",7.354.731,medio_tiempo,senior,"Docker, AWS, Python",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,DigitalBoost,Bogota,DigitalBoost busca un perfil como especialista seo para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de especialista seo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de especialista seo, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.007.728,pasantia,entry,"Social Media, SEO, Analytics",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Grupo Proyectos,Cali,Grupo Proyectos busca un perfil como ingeniero ambiental para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero ambiental y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero ambiental, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.194.563,tiempo_completo,senior,"AutoCAD, Matlab, Proyectos",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Banco Andino,Medellin,Banco Andino busca un perfil como asesor de inversiones para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de asesor de inversiones y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asesor de inversiones, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",1.829.457,remoto,entry,"Finanzas, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Cali,Clinica Vida busca un perfil como psicologo clinico para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",4.280.850,pasantia,mid,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Instructor de Programacion,Colegio Horizontes,Medellin,Colegio Horizontes busca un perfil como instructor de programacion para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de instructor de programacion y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de instructor de programacion, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, experiencia en planeacion curricular y evaluacion educativa.",1.513.165,contrato,entry,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Servicios Integrales PRO,Bogota,Servicios Integrales PRO busca un perfil como asistente administrativo para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de asistente administrativo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asistente administrativo, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",9.771.908,tiempo_completo,senior,"Liderazgo, ERP, Planificacion estrategica",2025-05-17 17:58:17,True,administracion
Analista de Talento Humano,Great Teams,Bogota,Great Teams busca un perfil como analista de talento humano para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de analista de talento humano y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de talento humano, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.323.840,contrato,senior,"Onboarding, Compensaciones, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Disenador UX/UI,Vision Digital,Bogota,Vision Digital busca un perfil como disenador ux/ui para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de disenador ux/ui y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de disenador ux/ui, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.853.772,tiempo_completo,senior,"UI, Creatividad, Illustrator",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Frontend,Cloudbyte,Cali,Cloudbyte busca un perfil como desarrollador frontend para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de desarrollador frontend y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de desarrollador frontend, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",5.575.137,medio_tiempo,mid,"Git, Docker, AWS",2025-05-17 17:58:17,True,ingenieria_informatica
Community Manager,GrowthMKT,Medellin,GrowthMKT busca un perfil como community manager para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de community manager y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de community manager, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.186.150,contrato,senior,"Social Media, Analytics, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Civil,Grupo Proyectos,Medellin,Grupo Proyectos busca un perfil como ingeniero civil para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero civil y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero civil, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.846.773,pasantia,mid,"Proyectos, ISO, Matlab",2025-05-17 17:58:17,True,ingenierias
Analista Financiero,Banco Andino,Bogota,Banco Andino busca un perfil como analista financiero para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",6.909.508,pasantia,senior,"Excel, SAP, Finanzas",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Bogota,Clinica Vida busca un perfil como psicologo clinico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",9.974.697,medio_tiempo,senior,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Coder Academy,Bogota,Coder Academy busca un perfil como docente de matematicas para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de docente de matematicas y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de docente de matematicas, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, experiencia en planeacion curricular y evaluacion educativa.",7.230.333,medio_tiempo,senior,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Andes Operaciones,Medellin,Andes Operaciones busca un perfil como asistente administrativo para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de asistente administrativo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asistente administrativo, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",9.407.052,pasantia,senior,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Human Focus,Bogota,Human Focus busca un perfil como especialista en compensaciones para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de especialista en compensaciones y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de especialista en compensaciones, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.527.086,pasantia,entry,"Entrevistas, Onboarding, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Disenador UX/UI,Pixelarte,Cali,Pixelarte busca un perfil como disenador ux/ui para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de disenador ux/ui y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de disenador ux/ui, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.046.003,medio_tiempo,junior,"Creatividad, Illustrator, UI",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Innovapp Labs,Bogota,Innovapp Labs busca un perfil como ingeniero devops para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero devops y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero devops, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",4.445.529,medio_tiempo,mid,"Git, Docker, SQL",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,Agencia Viral,Bogota,Agencia Viral busca un perfil como especialista seo para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de especialista seo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de especialista seo, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",5.505.467,remoto,mid,"Google Ads, Analytics, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Ecomec Ingenieria,Cali,Ecomec Ingenieria busca un perfil como ingeniero ambiental para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero ambiental y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero ambiental, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.413.032,pasantia,senior,"AutoCAD, ISO, Matlab",2025-05-17 17:58:17,True,ingenierias
Consultor de Riesgos,Sigma Holdings,Medellin,Sigma Holdings busca un perfil como consultor de riesgos para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de consultor de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de consultor de riesgos, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",3.624.633,remoto,junior,"Excel, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Fisioterapeuta,Hospital San Jose,Bogota,Hospital San Jose busca un perfil como fisioterapeuta para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",1.983.877,remoto,entry,"Historia Clinica, BLS, Etica profesional",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Universidad Metropolitana,Cali,Universidad Metropolitana busca un perfil como docente de matematicas para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de docente de matematicas y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de docente de matematicas, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, experiencia en planeacion curricular y evaluacion educativa.",5.932.539,pasantia,mid,"Didactica, TIC educativas, Planificacion",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Global Admin,Medellin,Global Admin busca un perfil como coordinador de compras para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de coordinador de compras y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de coordinador de compras, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.826.942,pasantia,entry,"ERP, Planificacion estrategica, Liderazgo",2025-05-17 17:58:17,True,administracion
HR Business Partner,TalentoPlus,Cali,TalentoPlus busca un perfil como hr business partner para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de hr business partner y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de hr business partner, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.713.543,contrato,senior,"Compensaciones, Onboarding, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Director de Arte,Pixelarte,Bogota,Pixelarte busca un perfil como director de arte para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de director de arte y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de director de arte, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.495.164,medio_tiempo,entry,"UI, Photoshop, Illustrator",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero de Datos,Cloudbyte,Medellin,Cloudbyte busca un perfil como ingeniero de datos para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero de datos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero de datos, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",2.373.081,tiempo_completo,entry,"Git, Python, SQL",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,GrowthMKT,Medellin,GrowthMKT busca un perfil como especialista seo para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de especialista seo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de especialista seo, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",8.076.270,medio_tiempo,senior,"Google Ads, Social Media, Analytics",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Mecanico,Grupo Proyectos,Bogota,Grupo Proyectos busca un perfil como ingeniero mecanico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero mecanico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero mecanico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",5.709.679,medio_tiempo,mid,"Matlab, ISO, Proyectos",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Banco Andino,Bogota,Banco Andino busca un perfil como asesor de inversiones para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de asesor de inversiones y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asesor de inversiones, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",3.722.339,medio_tiempo,junior,"Finanzas, SAP, Excel",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Hospital San Jose,Bogota,Hospital San Jose busca un perfil como psicologo clinico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",3.121.113,tiempo_completo,junior,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
